VideoId,Reviewed_by,Notes,Rating,in_playlist,Country_Code,Country_Name,Video_Offer,Video_Clicks
www.youtube.com/watch?v=7dTB9f_RZAc,Tyler,,1,,FR,France,Battlefield Heroes,7
www.youtube.com/watch?v=MhOE9_y49qE,Tyler,,1,,FR,France,Battlefield Heroes,4
www.youtube.com/watch?v=W03XivQbyuk,Sohaib,,1,,US,United States,Star Wars: The Old Republic (SWTOR),1
www.youtube.com/watch?v=OUyfFdU2wjs,Sohaib,,1,,NL,Netherlands,Minecraft,1
www.youtube.com/watch?v=FQsfqnirdkY,Sohaib,,1,,HK,Hong Kong,Forsaken World,1
www.youtube.com/watch?v=uKpXwVSX6yw,Sohaib,,1,,CA,Canada,Elsword,15
www.youtube.com/watch?v=V6v66XIRkPg,Sohaib,,1,,CA,Canada,Elsword,1
www.youtube.com/watch?v=IOM4-Etv4x0,Sohaib,,1,,CA,Canada,Elsword,143
www.youtube.com/watch?v=OO3vb9xPPVo,Sohaib,,1,,CA,Canada,Scarlet Blade,4
www.youtube.com/watch?v=VeICUKRNQgE,Sohaib,,1,,CA,Canada,Scarlet Blade,10
www.youtube.com/watch?v=7-dqfyY9QjA,Sohaib,,1,,CA,Canada,Scarlet Blade,1
www.youtube.com/watch?v=7XBF9W5NXOQ,Sohaib,,1,,CA,Canada,Scarlet Blade,1
