VideoId,Reviewed_by,Notes,Rating,in_playlist,Country_Code,Country_Name,Video_Offer,Video_Clicks
www.youtube.com/watch?v=MfYrrNmqeuo,Sohaib,,3,,CA,Canada,Tera,5
www.youtube.com/watch?v=gKq-g7Ghy4k,Sohaib,,3,,RS,Serbia,Star Wars: The Old Republic (SWTOR),1
www.youtube.com/watch?v=S-hGgoc2aas,Sohaib,,3,,US,United States,Warframe,1
www.youtube.com/watch?v=PjwUe06GRhk,Tyler,,3,,UK,United Kingdom,Guild Wars 2,9
www.youtube.com/watch?v=Qjja5fDdQY4,Sohaib,,3,,US,United States,Minecraft,4
www.youtube.com/watch?v=ou3sXEgnp8s,Tyler,,3,,US,United States,Ghost Recon,1
www.youtube.com/watch?v=9AMTZV4YPgI,Tyler,,3,,US,United States,Ghost Recon,1
www.youtube.com/watch?v=ca6p5-VV6PQ,Tyler,,3,,US,United States,Ghost Recon,1
www.youtube.com/watch?v=1tBLN81XrUA,Sohaib,,3,,US,United States,League of Legends,1
www.youtube.com/watch?v=N1y2g3aa0BI,Sohaib,,3,,US,United States,Maple Story,1
www.youtube.com/watch?v=15cE5iZH_ho,Sohaib,,3,,US,United States,Battlefield Heroes,1
www.youtube.com/watch?v=B368ZlT-3AI,Tyler,,3,,UK,United Kingdom,League of Legends,4
www.youtube.com/watch?v=azCs-RAaFv0,Tyler,,3,,HK,Hong Kong,Warframe,1
www.youtube.com/watch?v=uO262NOIPNU,Tyler,,3,,CA,Canada,Tera,102
www.youtube.com/watch?v=1NINmIuQLMQ,Tyler,,3,,CA,Canada,Scarlet Blade,127
www.youtube.com/watch?v=enimU2WWXJY,Tyler,,3,,CA,Canada,Tera,34
www.youtube.com/watch?v=NT71pOHzIGM,Tyler,,3,,CA,Canada,Tera,2
www.youtube.com/watch?v=-iW4aLoA6Io,Tyler,,3,,CA,Canada,Tera,14
www.youtube.com/watch?v=pXm2q7VjQqs,Tyler,,3,,CA,Canada,Star Wars: The Old Republic (SWTOR),12
